sa_2022_code,d_nursing_km,d_homecare_km,d_fci_km,d_nearest_km,support_nearby,nearest_type,nearest_loc,pr_distance,isolation,vulnerability,service_desert
227041001,13.9,16.73,19.45,16.73,7,homecare,town,74.02,54.97,51.67,38.25
227042001/227042002,6.61,13.45,13.09,13.09,3,fci,town,64.75,52.55,40.34,26.12
227042003,7.24,14.13,13.92,13.92,3,fci,town,67.19,45.33,43.14,28.99
227043001,10.52,18.4,41.51,18.4,1,homecare,county,77.81,53.61,46.27,36.0
227044001,10.18,28.3,32.97,28.3,0,homecare,county,91.41,62.73,54.38,49.71
227045001,11.46,11.65,12.52,11.65,3,homecare,county,61.13,32.24,37.04,22.64
227045002,9.37,9.63,10.46,9.63,3,homecare,town,56.81,53.1,65.48,37.2
227046001,9.91,16.03,38.22,16.03,1,homecare,county,72.36,48.3,51.7,37.41
227047001,7.19,20.04,42.53,20.04,1,homecare,county,80.72,67.21,60.63,48.94
227048001,8.0,8.01,7.92,7.92,3,fci,town,52.95,35.52,55.38,29.32
227049001,5.08,12.88,15.19,12.88,6,homecare,town,64.19,32.84,31.08,19.95
227049002,2.73,12.3,14.27,12.3,6,homecare,town,62.62,50.22,55.42,34.7
227049003,2.74,10.08,12.25,10.08,6,homecare,town,57.82,47.59,51.58,29.82
227049004,1.31,9.33,11.23,9.33,6,homecare,town,56.21,28.86,16.27,9.15
227049005,1.45,11.47,13.28,11.47,6,homecare,town,60.8,32.35,16.86,10.25
227049006,0.87,11.05,12.79,11.05,6,homecare,town,59.95,32.11,46.53,27.89
227049007,0.87,10.69,12.52,10.69,6,homecare,town,59.2,48.2,44.37,26.27
227049008,0.73,10.8,12.58,10.8,6,homecare,town,59.47,34.22,38.3,22.78
227050001,10.23,11.85,31.64,11.85,1,homecare,county,61.52,47.17,43.78,26.93
227051001,2.42,4.65,5.8,4.65,6,homecare,town,42.09,21.8,20.83,8.77
227052001,12.17,15.03,17.76,15.03,7,homecare,town,69.91,60.5,57.87,40.46
227052002,11.44,14.06,16.79,14.06,7,homecare,town,67.6,42.38,67.97,45.95
227053001,8.95,19.3,37.34,19.3,1,homecare,county,79.44,45.95,55.85,44.37
227054001/227054002,11.2,13.71,14.82,13.71,6,homecare,town,66.6,64.23,62.19,41.42
227054003,8.99,11.0,11.8,11.0,6,homecare,town,59.85,51.53,57.76,34.57
227054004,10.71,12.95,14.03,12.95,6,homecare,town,64.38,40.95,28.86,18.58
227054005,10.82,13.21,14.28,13.21,6,homecare,town,65.15,65.19,45.27,29.49
227054006,10.1,11.63,13.19,11.63,6,homecare,town,61.08,33.15,27.79,16.97
227054007,10.49,12.29,13.43,12.29,6,homecare,town,62.6,55.14,43.93,27.5
227054008/227054009,11.05,12.82,14.01,12.82,6,homecare,town,64.0,63.86,43.83,28.05
227055001,2.11,2.69,5.35,2.69,6,homecare,town,31.95,27.33,59.62,19.05
227055002,3.02,3.28,5.93,3.28,6,homecare,town,35.9,38.12,55.94,20.08
227056001,7.03,9.44,9.44,9.44,6,homecare,town,56.44,43.15,52.91,29.86
227057001,3.25,3.94,4.81,3.94,3,homecare,town,39.17,28.9,53.95,21.13
227057002,1.06,1.7,2.57,1.7,3,homecare,town,21.04,39.13,65.91,13.87
227058001/01,14.79,16.69,22.73,16.69,8,homecare,county,73.93,39.39,55.66,41.15
227058001/02,14.35,18.08,21.08,18.08,6,homecare,county,77.14,54.23,59.04,45.54
227058002,15.73,16.41,22.78,16.41,6,homecare,county,73.21,75.25,73.56,53.85
227058003,15.31,16.9,22.27,16.9,6,homecare,county,74.43,73.7,67.39,50.16
227058004,14.86,17.29,21.91,17.29,6,homecare,county,75.34,72.56,62.39,47.0
227058005,15.49,16.75,22.42,16.75,6,homecare,county,74.04,69.63,60.37,44.7
227059001,7.5,8.86,11.55,8.86,6,homecare,town,55.02,41.59,63.73,35.06
227059002,6.06,7.43,10.07,7.43,6,homecare,town,51.81,29.8,59.28,30.71
227059003,4.23,8.2,10.61,8.2,6,homecare,town,53.58,40.61,61.21,32.8
227060001,3.89,11.14,13.21,11.14,6,homecare,town,60.12,61.18,62.77,37.74
227060002,6.06,12.83,15.07,12.83,6,homecare,town,64.05,36.03,42.2,27.03
227061001,4.57,5.0,5.9,5.0,3,homecare,town,43.6,29.9,42.67,18.6
227062001,6.44,19.47,34.68,19.47,1,homecare,county,79.76,40.63,36.31,28.96
227063001,8.41,22.63,37.54,22.63,1,homecare,county,84.33,55.05,52.83,44.55
227064001,4.86,21.34,43.21,21.34,1,homecare,county,82.7,54.45,69.16,57.2
227064002,2.85,22.92,44.25,22.92,1,homecare,county,84.72,57.12,50.48,42.77
227064003,1.91,24.86,45.43,24.86,1,homecare,county,87.57,65.77,66.28,58.04
227065001,12.8,10.94,13.43,10.94,3,homecare,county,59.72,55.94,47.41,28.31
227066001/227066003,13.99,18.3,21.0,18.3,7,homecare,town,77.6,57.24,63.79,49.5
227066002,16.24,17.96,23.45,17.96,6,homecare,county,76.86,46.52,56.28,43.26
227067001/227067003/227067004,2.34,20.64,31.89,20.64,1,homecare,county,81.74,48.66,64.92,53.07
227067002/227067006/227067004,1.8,17.35,29.49,17.35,1,homecare,county,75.57,63.29,54.66,41.31
227067004,0.49,19.03,30.06,19.03,1,homecare,county,78.97,69.79,70.46,55.64
227067005,3.46,18.48,31.98,18.48,1,homecare,county,77.97,43.27,53.48,41.7
227067006/227067004/227067002,0.57,18.59,29.83,18.59,1,homecare,county,78.19,63.27,52.92,41.38
227068001,11.67,31.03,35.28,31.03,0,homecare,county,93.9,53.71,55.23,51.86
227069001,11.03,7.96,23.47,7.96,3,homecare,county,53.03,33.96,29.37,15.57
227070001,9.4,3.98,22.36,3.98,3,homecare,county,39.38,21.5,32.32,12.73
227071001,5.1,19.2,20.33,19.2,9,homecare,town,79.27,40.38,44.78,35.5
227071002,5.66,17.58,17.37,17.37,8,fci,town,75.63,56.99,59.95,45.34
227072001,7.54,6.27,25.31,6.27,2,homecare,county,48.34,27.88,39.06,18.88
227072002,9.15,7.51,24.71,7.51,3,homecare,county,51.99,42.4,53.6,27.87
227073001,8.01,12.33,34.37,12.33,1,homecare,county,62.7,55.72,40.1,25.14
227074001,7.41,11.03,13.63,11.03,6,homecare,town,59.91,36.71,39.79,23.84
227074002,9.59,11.7,14.41,11.7,7,homecare,town,61.24,47.03,39.54,24.21
227075001,10.78,15.65,18.23,15.65,7,homecare,town,71.45,46.97,56.2,40.15
227075002,9.99,13.68,16.33,13.68,7,homecare,town,66.49,53.63,57.45,38.2
227076001,3.98,5.26,7.73,5.26,6,homecare,town,44.77,33.32,40.98,18.35
227076002,4.74,7.38,9.81,7.38,6,homecare,town,51.68,37.25,43.26,22.36
227077001,4.19,12.04,13.98,12.04,6,homecare,town,61.94,50.77,50.3,31.16
227077002,4.43,12.32,14.25,12.32,6,homecare,town,62.66,66.8,75.55,47.34
227077003,4.53,12.31,14.28,12.31,6,homecare,town,62.65,66.82,64.06,40.13
227077004,4.61,12.52,14.45,12.52,6,homecare,town,63.17,71.36,67.69,42.76
227077005,5.92,14.14,15.95,14.14,6,homecare,town,67.78,43.78,65.11,44.13
227077006,4.33,12.4,14.27,12.4,6,homecare,town,62.87,44.31,63.7,40.05
227078001,12.42,13.06,13.2,13.06,3,homecare,town,64.67,39.97,55.47,35.87
227079001,5.86,12.65,13.2,12.65,6,homecare,town,63.58,41.57,61.33,38.99
227079002/227079006,8.84,13.41,13.86,13.41,6,homecare,town,65.74,54.6,53.98,35.49
227079003,10.92,13.95,14.94,13.95,6,homecare,town,67.29,44.38,52.93,35.62
227079004,10.44,13.51,14.43,13.51,6,homecare,town,66.02,40.14,33.22,21.93
227079005,10.54,13.39,14.36,13.39,6,homecare,town,65.7,66.59,61.21,40.21
227080001,7.3,8.05,10.74,8.05,6,homecare,town,53.26,27.38,47.71,25.41
227080002,5.85,10.59,13.13,10.59,6,homecare,town,58.99,40.43,53.62,31.63
227080003,6.0,6.37,9.07,6.37,6,homecare,town,48.6,32.48,43.34,21.06
227080004,6.11,6.55,9.28,6.55,6,homecare,town,49.11,35.88,55.41,27.21
227081001,4.15,11.17,34.7,11.17,1,homecare,county,60.19,36.39,44.23,26.62
227081002/227081006,6.24,13.16,35.89,13.16,1,homecare,county,64.94,49.18,52.95,34.39
227081003,5.68,12.82,35.85,12.82,1,homecare,county,64.0,54.7,35.54,22.75
227081004,6.42,13.64,36.79,13.64,1,homecare,county,66.38,37.77,41.12,27.3
227081005,6.23,13.34,36.84,13.34,1,homecare,county,65.55,37.54,41.98,27.52
227082001,9.93,17.04,17.06,17.04,4,homecare,town,74.82,39.8,34.01,25.45
227083001,14.74,7.99,15.69,7.99,3,homecare,county,53.11,45.13,56.57,30.04
227083002,12.76,5.84,18.02,5.84,3,homecare,county,46.81,30.16,58.46,27.37
227084001,5.17,5.22,5.73,5.22,3,homecare,town,44.6,26.06,57.39,25.6
227084002,1.43,1.33,1.77,1.33,3,homecare,town,15.3,18.01,42.1,6.44
227084003,3.03,3.2,2.95,2.95,3,fci,town,33.82,37.83,53.86,18.22
227085001,11.99,13.62,27.67,13.62,2,homecare,county,66.32,48.81,50.42,33.44
227085002,11.87,12.74,27.74,12.74,1,homecare,county,63.8,32.65,29.85,19.04
227085003,11.96,13.79,27.76,13.79,1,homecare,county,66.81,46.15,52.73,35.23
227085004,9.98,12.25,29.74,12.25,1,homecare,county,62.47,47.84,50.84,31.76
227086001,8.23,24.61,37.81,24.61,1,homecare,county,87.27,45.61,71.31,62.23
227086002,6.78,24.42,36.24,24.42,1,homecare,county,86.99,78.79,57.94,50.4
227086003,6.65,24.38,36.08,24.38,1,homecare,county,86.94,86.2,77.8,67.64
227086004,7.12,24.89,36.5,24.89,1,homecare,county,87.61,79.69,63.52,55.65
227086005,7.34,24.82,36.82,24.82,1,homecare,county,87.52,78.88,64.13,56.13
227087001,7.72,22.65,40.21,22.65,1,homecare,county,84.35,42.92,42.37,35.74
227087002,3.99,23.64,41.09,23.64,1,homecare,county,85.85,51.21,35.42,30.41
227088001,12.39,7.87,20.29,7.87,3,homecare,county,52.84,59.03,46.3,24.46
227089001,0.3,19.12,29.87,19.12,1,homecare,county,79.18,78.13,49.8,39.43
227089002,0.41,18.52,29.2,18.52,1,homecare,county,78.07,76.47,73.92,57.71
227089003,0.14,18.86,29.71,18.86,1,homecare,county,78.62,57.03,64.23,50.5
227089004,0.22,18.63,29.5,18.63,1,homecare,county,78.26,72.42,58.28,45.61
227090001/227090036,1.94,9.04,10.44,9.04,6,homecare,town,55.43,67.8,57.66,31.96
227090002,0.41,10.1,11.88,10.1,6,homecare,town,57.89,48.12,72.03,41.7
227090003,0.43,10.26,12.04,10.26,6,homecare,town,58.2,47.78,72.57,42.24
227090004,0.14,10.34,12.02,10.34,6,homecare,town,58.43,40.63,55.31,32.32
227090005,0.89,9.84,11.7,9.84,6,homecare,town,57.32,33.31,46.68,26.76
227090006,0.85,9.69,11.53,9.69,6,homecare,town,56.95,35.86,45.42,25.87
227090007,0.33,9.9,11.6,9.9,6,homecare,town,57.45,44.92,70.46,40.48
227090008,1.08,9.37,11.21,9.37,6,homecare,town,56.3,39.28,44.7,25.17
227090009,1.42,8.81,10.57,8.81,6,homecare,town,54.9,36.03,26.8,14.71
227090010,1.72,8.51,10.22,8.51,6,homecare,town,54.2,41.56,43.83,23.76
227090011,2.07,8.43,9.95,8.43,6,homecare,town,54.0,57.3,61.58,33.25
227090012,2.31,8.14,9.68,8.14,6,homecare,town,53.44,59.01,44.33,23.69
227090013,2.09,8.61,10.06,8.61,6,homecare,town,54.46,40.55,46.48,25.31
227090014,1.74,9.05,10.51,9.05,6,homecare,town,55.48,69.19,70.08,38.88
227090015,2.99,10.63,11.7,10.63,6,homecare,town,59.09,69.32,66.13,39.08
227090016,1.2,9.03,10.73,9.03,6,homecare,town,55.4,58.63,53.95,29.89
227090017,1.12,9.1,10.83,9.1,6,homecare,town,55.59,49.5,59.41,33.03
227090018,1.4,8.9,10.54,8.9,6,homecare,town,55.09,56.42,58.18,32.05
227090019,1.2,9.09,10.74,9.09,6,homecare,town,55.56,71.17,79.21,44.01
227090020,1.26,9.18,10.76,9.18,6,homecare,town,55.78,38.97,60.75,33.89
